"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
1407.5,12500,12,4,"no","Black","Male",1
291772,37500,10.8690857046641,15,"no","White","Male",83
91550,37500,12,10.9474264705882,"no","White","Male",56
175500,12500,12,12,"no","Black","Male",23
619000,12500,12,12,"no","Black","Female",26
61100,17420.7361516035,12,12,"yes","White","Female",64
107000,17420.7361516035,10,9,"yes","White","Male",12
-47196,17420.7361516035,10,12,"yes","White","Female",17
374150,22500,10,12,"no","White","Male",22
483000,17500,12,12,"no","White","Male",80
23750,17500,12,12,"no","White","Male",38
302500,17500,7,12,"no","White","Male",18
27000,6500,7,10,"no","White","Female",6
415000,17420.7361516035,12,10,"yes","White","Female",8
142500,17500,10,10,"no","White","Female",76
2400,17500,11,11,"no","White","Female",22
24450,17420.7361516035,1,1,"yes","White","Female",23
-13000,8500,1,4,"no","White","Female",8
238725,17500,14,8,"no","White","Male",46
264000,17500,12,8,"no","White","Male",94
637700,22500,12,10,"no","White","Male",82
1429250,22500,12,11,"no","White","Female",75
824850,37500,12,14,"no","White","Female",99
265000,17500,16,13,"no","White","Male",82
347000,37500,18,20,"no","White","Female",91
32000,37500,19,19,"no","White","Female",86
1766144,37500,16,10.9474264705882,"no","White","Female",98
4638096.5,37500,16,20,"no","White","Male",93
406650,37500,12,12,"no","White","Male",30
24764,17420.7361516035,11,10,"yes","White","Female",34
413446.5,50000,12,14,"no","White","Female",76
135600,37500,12,13,"no","White","Male",71
1274512.5,22500,14,15,"no","White","Male",99
136460,12500,10,10,"no","White","Female",32
5850,12500,10,9,"no","White","Female",14
701000,12500,11,12,"no","White","Male",57
111650,12500,10,10,"no","White","Female",20
543412.5,37500,15,16,"no","White","Male",57
259000,37500,15,16,"no","White","Male",79
977000,37500,15,16,"no","White","Male",44
128500,17420.7361516035,12,12,"yes","White","Male",96
7500,17420.7361516035,10,12,"yes","Hispanic","Male",2
361025,17420.7361516035,12,17,"yes","White","Female",95
138200,17420.7361516035,12,12,"yes","White","Female",25
290000,17420.7361516035,12,12,"yes","White","Female",48
200500,22500,10.8690857046641,10.9474264705882,"no","White","Male",30
349500,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",55
-12500,17420.7361516035,12,12,"yes","Black","Female",64
1106500,17420.7361516035,12,12,"yes","White","Female",54
4638096.5,17420.7361516035,16,20,"yes","White","Female",93
4638096.5,50000,16,18,"no","White","Male",44
4638096.5,50000,16,17,"no","White","Male",82
826750,37500,16,16,"no","White","Female",49
469250,50000,16,16,"no","White","Female",99
3749941,50000,16,16,"no","White","Male",91
664900,17420.7361516035,16,16,"yes","White","Male",93
1430354,50000,17,17,"no","White","Male",79
2763126,50000,16,17,"no","White","Male",87
4638096.5,50000,16,18,"no","White","Female",91
3749941,17420.7361516035,16,16,"yes","White","Female",90
158200,50000,14,16,"no","White","Female",77
36300,4500,10,12,"yes","Hispanic","Male",25
55194.5,17500,12,12,"no","Black","Male",8
730104.5,17420.7361516035,16,14,"yes","White","Male",99
94900,22500,10,8,"no","White","Male",79
-12000,500,10.8690857046641,12,"yes","White","Male",22
909000,17420.7361516035,10,12,"yes","White","Female",64
364750,50000,12,12,"no","White","Male",42
64600,22500,12,14,"no","White","Male",27
120000,17420.7361516035,12,12,"yes","White","Male",53
318900,12500,12,16,"no","White","Female",94
77400,12500,12,12,"no","White","Female",92
75300,12500,12,11,"no","White","Female",64
15050,37500,15,11,"no","White","Female",47
512550,17420.7361516035,12,18,"yes","White","Female",33
140600,50000,18,20,"no","White","Male",91
3351101,50000,14,16,"no","White","Male",92
-2000,7500,12,12,"yes","Black","Female",11
5526252,37500,12,16,"no","White","Female",82
-125716.5,22500,16,10,"no","White","Male",50
1179500,37500,15,19,"no","White","Female",87
419750,37500,15,19,"no","White","Male",62
1819.5,17420.7361516035,12,12,"yes","Black","Male",17
37500,12500,12,11,"no","White","Female",46
5150,5500,7,12,"no","White","Male",30
2948906,17420.7361516035,15,16,"yes","White","Female",93
1106850,17420.7361516035,14,16,"yes","White","Male",60
1419250,37500,14,18,"no","White","Female",65
9988,17420.7361516035,10.8690857046641,16,"yes","White","Male",1
1010500,37500,12,16,"no","White","Female",66
897696,37500,12,16,"no","White","Male",46
-19,37500,16,16,"no","White","Male",57
103200,9500,9,8,"no","Hispanic","Male",6
0,12500,9,6,"no","Hispanic","Female",12
0,12500,6,6,"no","Hispanic","Female",2
-175,9500,11,11,"no","Hispanic","Male",1
-187722,37500,7,12,"no","White","Male",39
761500,17500,12,12,"no","White","Male",15
79700,12500,12,12,"no","White","Male",71
26850,22500,12,14,"no","White","Male",52
750,17500,12,12,"no","White","Male",24
554525,17420.7361516035,10,7,"yes","White","Female",52
335250,22500,12,12,"no","White","Female",45
755000,37500,16,12,"no","White","Male",99
216500,50000,12,18,"no","White","Female",20
2089953.5,50000,13,18,"no","White","Male",99
608495.5,50000,13,18,"no","White","Male",89
880500,50000,12,12,"no","White","Male",87
616057.5,50000,12,10.9474264705882,"no","White","Male",98
597000,22500,9,12,"no","White","Female",57
80000,50000,16,12,"no","White","Female",52
863236.5,17500,15,10,"no","White","Male",76
360600,37500,8,12,"no","White","Female",31
25150,37500,12,12,"no","White","Male",77
326650,37500,11,11,"no","White","Male",73
312800,37500,8,8,"no","White","Male",79
48700,4500,7,10.9474264705882,"no","Hispanic","Male",4
836,12500,12,14,"no","Black","Male",38
4000,17420.7361516035,11,9,"yes","Black","Female",16
4638096.5,17420.7361516035,18,19,"yes","White","Female",87
86500,17420.7361516035,12,8,"yes","White","Female",63
-4500,3500,10.8690857046641,10.9474264705882,"yes","White","Female",30
154600,5500,10.8690857046641,10.9474264705882,"no","Hispanic","Female",9
3183776,17500,12,12,"no","White","Male",65
557250,17500,12,12,"no","White","Male",89
321000,17420.7361516035,14,14,"yes","White","Male",72
75500,37500,12,12,"no","White","Male",56
128650,37500,12,12,"no","White","Female",35
380000,37500,12,12,"no","White","Female",41
742000,37500,8,8,"no","White","Male",14
-45672,37500,16,14,"no","White","Female",97
-20550,17420.7361516035,16,12,"yes","Black","Male",88
-140271,12500,15,12,"no","Black","Male",87
-67000,37500,11,12,"no","White","Female",46
387900,17420.7361516035,12,6,"yes","White","Female",90
676000,37500,12,15,"no","White","Male",78
180750,22500,11,11,"no","White","Male",76
-600,17420.7361516035,12,8,"yes","White","Female",99
258300,17420.7361516035,12,10,"yes","White","Female",41
46000,37500,11,12,"no","White","Female",47
459250,17420.7361516035,9,16,"yes","White","Female",45
15500,17420.7361516035,12,12,"yes","White","Female",32
8175,37500,10,12,"no","White","Female",31
32300,37500,12,8,"no","White","Male",14
115086.5,17420.7361516035,12,9,"yes","White","Female",26
701250,22500,11,16,"no","White","Female",53
222900,17420.7361516035,12,12,"yes","White","Male",22
2319970.5,17420.7361516035,12,12,"yes","White","Male",22
4638096.5,37500,16,16,"no","White","Male",94
0,6500,11,10.9474264705882,"yes","Black","Male",3
0,2500,11,11,"yes","Black","Male",11
0,8500,12,10.9474264705882,"no","Black","Female",19
9550,17420.7361516035,11,12,"yes","Black","Female",12
901.5,12500,10,12,"no","Black","Female",30
107450,12500,11,11,"no","White","Female",72
755500,12500,11,11,"no","White","Female",30
135200,12500,11,11,"no","White","Male",30
182250,17500,12,12,"no","White","Male",44
3393324.5,37500,11,12,"no","White","Male",93
435900,37500,12,16,"no","White","Female",80
38530,37500,12,10,"no","White","Male",93
38652.5,22500,12,10,"no","White","Female",65
105550,22500,10,12,"no","White","Female",39
194200,9500,10.8690857046641,11,"no","White","Female",18
71813,12500,8,11,"no","White","Female",20
3500,17420.7361516035,12,12,"yes","White","Female",45
153250,17420.7361516035,12,10.9474264705882,"yes","White","Male",39
138600,17420.7361516035,12,9,"yes","White","Female",86
350500,37500,12,12,"no","White","Male",29
250500,22500,10.8690857046641,10,"no","White","Male",94
204096,4500,10.8690857046641,10.9474264705882,"yes","White","Male",2
0,4500,11,10.9474264705882,"yes","White","Male",6
41000,17420.7361516035,12,10.9474264705882,"yes","White","Female",52
152025,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",72
209100,12500,12,12,"no","White","Female",34
369000,17420.7361516035,12,12,"yes","White","Female",42
157450,22500,12,16,"no","White","Female",97
198950,37500,12,12,"no","White","Female",89
632122.5,37500,12,12,"no","White","Female",46
125100,17420.7361516035,10,12,"yes","White","Female",45
57400,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Male",18
4638096.5,17420.7361516035,12,12,"yes","White","Female",89
755850,17420.7361516035,9,11,"yes","White","Male",65
237000,22500,13,14,"no","White","Female",26
233175.5,22500,11,12,"no","White","Female",30
201900,37500,10.8690857046641,12,"no","White","Female",85
32150,4500,13,10.9474264705882,"yes","White","Male",80
110250,4500,13,10.9474264705882,"yes","White","Male",65
80850,17500,12,12,"no","White","Male",12
25650,37500,12,12,"no","White","Male",49
256300,37500,12,12,"no","White","Female",35
318825,17500,12,12,"no","White","Female",30
223902,22500,12,12,"no","White","Male",89
121400,17420.7361516035,12,12,"yes","White","Male",42
1563000,37500,12,14,"no","White","Male",99
112824,37500,16,20,"no","White","Male",87
434448,12500,12,12,"no","White","Female",45
334950,22500,12,12,"no","White","Female",59
23100,22500,11,6,"no","White","Female",8
897075,22500,12,12,"no","White","Female",92
31500,22500,8,12,"no","White","Female",39
1332764.5,50000,12,13,"no","White","Male",79
1584040.5,37500,16,17,"no","White","Female",33
7500,12500,14,20,"no","White","Male",81
337000,17420.7361516035,10,19,"yes","White","Female",94
229250,37500,9,11,"no","White","Female",39
304150,37500,10,9,"no","White","Female",12
305750,37500,11,10,"no","White","Female",34
237500,17420.7361516035,14,16,"yes","White","Male",95
841666.5,17420.7361516035,14,16,"yes","White","Female",99
934740,37500,14,16,"no","White","Male",91
4638096.5,50000,16,16,"no","White","Male",99
4638096.5,50000,16,20,"no","White","Male",92
320000,17420.7361516035,16,20,"yes","White","Male",99
2164496,50000,16,20,"no","White","Male",99
208000,8500,11,10.9474264705882,"no","Black","Female",17
3850,37500,11,12,"no","Black","Male",15
0,22500,11,10.9474264705882,"no","Black","Female",20
1409394,17420.7361516035,16,10.9474264705882,"yes","White","Female",60
0,17420.7361516035,8,10.9474264705882,"yes","Black","Female",24
-10000,17420.7361516035,7,11,"yes","Black","Male",57
6750,5500,8,12,"no","Black","Male",39
913000,17420.7361516035,12,12,"yes","White","Male",76
100200,22500,12,11,"no","White","Male",30
111750,22500,12,12,"no","White","Male",65
748950,37500,12,12,"no","White","Male",69
32200,37500,12,12,"no","White","Female",33
385500,37500,12,12,"no","White","Female",62
105575,17500,10,8,"no","White","Male",30
35450,17500,10,8,"no","White","Female",77
8300,17420.7361516035,10,8,"yes","White","Male",26
202200,17420.7361516035,12,12,"yes","White","Female",41
866250,17420.7361516035,12,11,"yes","White","Male",75
1711000,22500,11,12,"no","White","Male",94
272000,17420.7361516035,12,12,"yes","White","Male",62
759000,37500,12,16,"no","White","Male",95
126882.5,37500,12,16,"no","White","Female",39
332890,37500,12,16,"no","White","Male",48
49672.5,37500,12,16,"no","White","Female",56
4638096.5,37500,15,16,"no","White","Male",78
492100,22500,12,14,"no","White","Female",75
1035250,17420.7361516035,11,10.9474264705882,"yes","White","Female",87
422500,17420.7361516035,10.8690857046641,16,"yes","White","Male",56
15500,17420.7361516035,14,16,"yes","White","Male",57
2553,22500,9,12,"no","White","Male",11
71100,37500,12,12,"no","White","Female",53
422450,37500,12,8,"no","White","Male",71
624800,37500,12,8,"no","White","Female",64
12330,37500,12,10,"no","White","Male",74
8425,3500,9,12,"yes","White","Female",55
111850,37500,12,16,"no","Black","Female",69
53000,37500,12,12,"no","Black","Male",42
1218800,37500,12,12,"no","White","Male",88
384000,12500,12,14,"no","White","Female",62
2005330,37500,14,15,"no","White","Female",77
179000,37500,14,12,"no","White","Female",51
389100,17420.7361516035,12,8,"yes","White","Female",33
262000,17500,12,8,"no","White","Male",49
3639356,17500,12,8,"no","White","Male",50
-35000,17420.7361516035,12,12,"yes","White","Female",57
160500,22500,12,17,"no","White","Female",42
297550,22500,12,11,"no","White","Female",98
65750,22500,14,10.9474264705882,"no","White","Male",74
135100,8500,12,12,"no","White","Female",32
1,8500,10.8690857046641,10.9474264705882,"no","White","Female",4
80250,8500,12,12,"no","White","Female",54
3793290,50000,17,17,"no","White","Male",89
1610500,22500,17,17,"no","White","Male",86
0,17500,11,9,"no","Black","Female",1
755,17500,11,11,"no","Black","Male",14
1354469.5,17500,12,11,"no","White","Male",80
19150,12500,3,5,"no","Hispanic","Male",22
1750,7500,5,8,"no","Hispanic","Male",23
-2300,37500,12,12,"no","Hispanic","Female",43
-28000,37500,12,12,"no","Hispanic","Male",75
0,4500,11,5,"yes","Hispanic","Female",13
36000,6500,9,12,"no","Hispanic","Female",32
11850,5500,8,12,"yes","White","Female",5
402000,17420.7361516035,12,14,"yes","White","Male",66
469540,17420.7361516035,8,16,"yes","White","Female",51
1126139.5,6500,12,12,"yes","White","Female",81
35850,37500,5,14,"no","Hispanic","Male",52
66000,12500,2,16,"no","Hispanic","Male",38
501000,17500,8,8,"no","White","Male",45
350400,22500,16,10,"no","Hispanic","Female",14
729750,12500,10,10,"no","White","Female",20
800000,17420.7361516035,12,12,"yes","White","Female",98
0,17500,11,11,"no","Black","Male",10
500,12500,12,12,"no","Hispanic","Female",11
-2500,12500,12,12,"no","Hispanic","Male",40
38850,12500,12,12,"no","Hispanic","Male",56
1053150,17420.7361516035,14,16,"yes","White","Female",97
395500,17420.7361516035,16,20,"yes","White","Female",68
615000,17420.7361516035,16,20,"yes","White","Female",63
-1250,4500,10,8,"yes","Black","Female",14
15750,37500,14,15,"no","Black","Male",15
0,37500,14,15,"no","Black","Female",10
121250,5500,12,12,"no","Black","Male",14
2500,12500,12,11,"no","Black","Male",14
7000,12500,13,12,"no","Black","Female",13
900,12500,16,11,"no","White","Male",4
-103120,17420.7361516035,13,12,"yes","Black","Female",47
18503.5,17500,13,12,"no","Black","Female",6
32100,12500,9,6,"no","White","Female",3
8500,2500,12,12,"yes","Black","Female",14
129250,12500,12,13,"no","Black","Male",18
-500,2500,11,6,"yes","Black","Female",10
30184,17420.7361516035,12,10.9474264705882,"yes","Black","Male",1
22500,22500,5,12,"no","White","Male",74
654800,22500,5,12,"no","White","Male",14
26000,12500,8,7,"no","White","Male",22
10000,22500,13,12,"no","Black","Male",25
321084,22500,12,12,"no","White","Female",85
60920,17420.7361516035,12,16,"yes","White","Male",33
80950,17500,11,12,"no","White","Female",35
-10900,17420.7361516035,11,15,"yes","White","Female",29
31237.5,17500,10,10,"no","White","Female",23
269962.5,22500,12,12,"no","White","Male",15
85750,37500,12,12,"no","White","Female",59
1305500,37500,12,12,"no","White","Male",70
562550,37500,12,12,"no","White","Female",72
40620,37500,13,14,"no","White","Male",16
-27500,37500,13,14,"no","White","Male",37
445600,17420.7361516035,11,14,"yes","White","Female",79
-2350,1500,12,12,"yes","White","Male",42
1029081.5,37500,12,18,"no","White","Male",50
44450,37500,12,18,"no","White","Male",63
-1000,37500,12,15,"no","White","Female",43
2379901.5,37500,12,16,"no","White","Male",58
-2365,5500,14,8,"yes","White","Female",35
4000,17420.7361516035,11,12,"yes","White","Female",58
1175000,17420.7361516035,12,16,"yes","White","Female",87
3666292.5,17420.7361516035,12,19,"yes","White","Female",94
4638096.5,50000,12,19,"no","White","Female",86
414750,17420.7361516035,12,12,"yes","White","Female",55
5000,12500,10.8690857046641,12,"no","Black","Female",5
308000,37500,12,11,"no","White","Male",32
252600,50000,12,12,"no","White","Male",42
318100,37500,12,12,"no","White","Female",65
1234500,37500,12,12,"no","White","Male",77
1000500,50000,12,12,"no","White","Male",94
285750,50000,12,12,"no","White","Male",76
4450,37500,18,20,"no","Black","Female",66
79750,17500,12,19,"no","White","Male",79
79375,50000,17,17,"no","White","Male",93
34600,37500,16,18,"no","White","Male",95
-2500,37500,14,12,"no","Black","Male",32
4250,37500,17,16,"no","Black","Female",22
848804.5,37500,14,14,"no","Black","Male",69
23200,17420.7361516035,12,12,"yes","White","Male",87
290002.5,37500,12,12,"no","White","Male",41
327900,37500,10,12,"no","White","Female",63
1554750,5500,8,12,"yes","White","Male",51
-31885.5,17500,12,12,"no","White","Male",89
22452.5,37500,12,16,"no","White","Female",64
802437.5,37500,12,12,"no","White","Male",75
320300,17420.7361516035,12,10,"yes","White","Female",90
261102.5,17500,12,10.9474264705882,"no","White","Female",57
-5950,17500,12,12,"no","White","Male",42
429000,17500,13,12,"no","White","Female",37
946394,22500,14,16,"no","White","Female",42
217750,37500,16,14,"no","White","Male",65
489850,37500,16,16,"no","White","Female",54
961500,37500,16,12,"no","White","Female",55
24282.5,37500,13,12,"no","White","Female",93
258125,4500,13,12,"yes","White","Female",93
983500,17420.7361516035,16,16,"yes","White","Female",86
812500,17420.7361516035,16,16,"yes","White","Female",98
896425,50000,16,16,"no","White","Female",99
311250,50000,16,16,"no","White","Male",89
105239.5,37500,14,16,"no","White","Female",96
3749941,50000,14,17,"no","White","Female",93
3255626,17420.7361516035,4,10.9474264705882,"yes","White","Female",44
2000,17420.7361516035,8,6,"yes","Hispanic","Female",1
-8750,12500,5,2,"yes","Hispanic","Female",1
63350,1500,8,2,"yes","Hispanic","Female",1
446000,4500,6,6,"no","White","Male",19
2150,17420.7361516035,6,4,"yes","White","Male",19
6350,17420.7361516035,10,8,"yes","White","Female",28
13000,17420.7361516035,14,6,"yes","Black","Female",5
66600,22500,12,12,"no","White","Female",41
47225,37500,12,8,"no","White","Male",16
1019125,37500,14,12,"no","White","Female",30
17835,37500,14,12,"no","White","Female",19
159165,37500,14,12,"no","White","Female",23
195000,22500,12,12,"no","White","Female",65
67001,22500,12,12,"no","White","Male",17
26700,22500,12,16,"no","White","Female",78
696150,22500,12,16,"no","White","Male",65
657725,37500,12,12,"no","White","Female",35
619700,50000,12,12,"no","White","Male",88
474525,17500,12,10,"no","White","Female",92
497950,17420.7361516035,12,10,"yes","White","Male",42
146200,17420.7361516035,12,10,"yes","White","Male",22
-31200,17500,12,13,"no","White","Female",49
672000,37500,12,12,"no","White","Male",28
20950,17420.7361516035,12,20,"yes","White","Female",79
631800,17500,3,1,"no","White","Male",17
171250,17420.7361516035,5,0,"yes","White","Male",14
618818,37500,12,14,"no","White","Female",89
191162.5,37500,12,12,"no","White","Female",41
637554.5,17500,12,12,"no","White","Male",48
382750,37500,11,10,"no","White","Female",26
101500,9500,12,8,"no","White","Male",45
612750,17420.7361516035,10,10,"yes","White","Male",63
679300,17420.7361516035,12,12,"yes","White","Male",60
108250,17420.7361516035,9,10,"yes","White","Male",45
782811,22500,11,5,"no","White","Female",75
197225,37500,11,8,"no","White","Male",72
1005606,17420.7361516035,6,10,"yes","Hispanic","Female",53
520750,37500,12,12,"no","White","Female",69
1097500,37500,14,12,"no","White","Female",75
71000,22500,12,12,"no","White","Female",22
31500,22500,8,12,"no","White","Female",79
553000,17500,10,12,"no","White","Female",20
750,22500,9,12,"no","White","Male",30
-48032.5,50000,12,11,"no","White","Female",68
540900,17420.7361516035,16,18,"yes","White","Male",98
22000,22500,12,12,"no","White","Male",30
166000,37500,12,12,"no","White","Female",5
655000,37500,12,12,"no","White","Male",27
42950,37500,12,12,"no","White","Male",31
61846,17500,11,12,"no","White","Female",10
162150,17420.7361516035,12,9,"yes","White","Female",49
41100,12500,11,12,"no","White","Female",26
1321000,37500,12,10,"no","White","Female",57
441500,37500,14,16,"no","White","Male",90
2882726,50000,12,16,"no","White","Female",68
197200,17420.7361516035,12,8,"yes","White","Female",65
883250,17500,12,12,"no","White","Male",87
1316245,37500,16,17,"no","White","Female",96
153750,37500,12,14,"no","White","Female",35
12250,17420.7361516035,12,12,"yes","Black","Male",69
2250,12500,11,16,"no","Black","Male",16
-311.5,12500,11,16,"no","Black","Male",28
53575.5,17420.7361516035,9,10.9474264705882,"yes","Black","Female",10
-12246,17500,11,7,"no","Black","Female",20
900,22500,11,11,"no","Black","Female",10
15450,22500,12,11,"no","Black","Female",32
-39100,22500,12,11,"no","Black","Female",36
-24200,22500,12,10,"no","Black","Female",18
23510,17500,8,8,"no","White","Female",26
62455,17500,9,9,"no","White","Male",73
785750,17500,10,9,"no","White","Female",94
664800,17500,10,9,"no","White","Female",72
-13250,12500,11,9,"no","White","Male",77
364950,12500,11,9,"no","White","Female",47
443246.5,17420.7361516035,12,9,"yes","White","Female",34
469300,17420.7361516035,12,8,"yes","White","Female",39
146000,17500,10.8690857046641,8,"no","White","Female",21
813140,17500,14,12,"no","White","Female",63
141900,12500,9,13,"no","White","Male",93
195150,12500,9,10.9474264705882,"no","White","Female",78
48123,12500,12,10,"no","White","Male",2
1130,22500,10,8,"no","White","Male",19
36725,22500,10,8,"no","White","Male",19
143000,22500,10,10.9474264705882,"no","White","Female",25
528235,17420.7361516035,12,10.9474264705882,"yes","White","Female",70
128850,22500,12,12,"no","White","Male",73
175054,22500,12,12,"no","White","Female",43
409750,22500,12,12,"no","White","Male",20
293750,22500,11,8,"no","White","Female",99
527000,22500,11,8,"no","White","Female",99
966750,37500,12,12,"no","White","Male",53
160750,37500,12,12,"no","White","Female",59
319575,37500,12,12,"no","White","Male",20
3749941,17420.7361516035,8,8,"yes","White","Male",67
348400,17500,12,13,"no","White","Male",78
808600,17420.7361516035,12,12,"yes","White","Male",69
1252566.5,37500,12,14,"no","White","Male",83
316000,37500,12,14,"no","White","Male",99
92600,17500,12,12,"no","White","Female",26
116800,37500,12,12,"no","White","Male",69
173230,12500,12,11,"no","White","Male",94
58185,22500,12,12,"no","White","Male",77
570500,22500,12,12,"no","White","Male",56
59102,22500,10.8690857046641,12,"no","White","Male",69
221000,17420.7361516035,9,10.9474264705882,"yes","White","Female",14
4638096.5,17420.7361516035,12,13,"yes","White","Male",52
207150,37500,11,12,"no","White","Female",62
174750,22500,13,12,"no","White","Female",81
238400,17420.7361516035,11,12,"yes","White","Male",76
383328,17420.7361516035,11,12,"yes","White","Female",59
112400,17420.7361516035,9,9,"yes","White","Male",34
62750,17420.7361516035,16,17,"yes","White","Female",90
231800,17500,12,12,"no","White","Female",60
381327.5,37500,14,15,"no","White","Male",95
151830,37500,14,15,"no","White","Female",54
695,22500,12,12,"no","White","Female",30
1002000,22500,12,12,"no","White","Female",48
27250,22500,12,12,"no","White","Male",27
312550,17420.7361516035,12,10,"yes","White","Female",87
666350,17420.7361516035,16,12,"yes","White","Female",95
43000,17500,12,9,"no","White","Male",89
84500,37500,11,15,"no","White","Male",90
693250,37500,11,15,"no","White","Female",77
291500,37500,12,12,"no","White","Male",85
554750,17500,12,10,"no","White","Male",49
3469026,17500,12,11,"no","White","Male",96
157600,17420.7361516035,13,12,"yes","White","Female",66
1138000,7500,9,10.9474264705882,"no","White","Male",67
982585.5,17420.7361516035,16,18,"yes","White","Male",70
1294000.5,37500,10.8690857046641,16,"no","White","Female",71
324500,12500,10.8690857046641,12,"no","White","Female",96
1350,17420.7361516035,12,11,"yes","White","Male",9
108044.5,17420.7361516035,12,10.9474264705882,"yes","White","Female",14
1065595.5,17420.7361516035,16,9,"yes","White","Female",32
23000,17500,9,10,"no","White","Male",3
68700,17500,9,10,"no","White","Male",2
693000,12500,16,12,"no","White","Female",24
0,37500,10,12,"no","White","Female",13
65150,7500,11,10,"no","White","Female",39
64400,7500,11,12,"no","White","Female",10
670750.5,17500,10,12,"no","White","Female",69
-24688.5,17420.7361516035,10,12,"yes","White","Female",19
258000,17500,10.8690857046641,12,"no","White","Male",70
-3000,22500,12,11,"no","White","Female",7
115700,22500,12,10.9474264705882,"no","White","Female",19
115805,7500,8,5,"yes","White","Male",6
0,7500,8,5,"yes","White","Male",2
-2800,7500,8,5,"yes","White","Female",18
8700,7500,8,6,"yes","White","Male",3
205150,9500,13,12,"no","White","Female",34
2500,5500,12,12,"yes","White","Female",32
3000,37500,13,16,"no","White","Female",70
85000,17420.7361516035,14,16,"yes","White","Male",99
374600,37500,12,16,"no","White","Male",83
484500,37500,12,20,"no","White","Female",85
303200,37500,13,14,"no","White","Female",56
495908.5,17420.7361516035,16,14,"yes","White","Male",56
2137484,17420.7361516035,16,18,"yes","White","Male",83
372600,50000,16,16,"no","White","Male",76
1055812.5,50000,16,16,"no","White","Female",46
3287412,17420.7361516035,20,20,"yes","White","Male",99
1254864.5,17420.7361516035,20,20,"yes","White","Male",86
-4675,2500,10.8690857046641,10.9474264705882,"yes","Black","Female",14
247900,17500,12,10,"no","White","Male",49
2250,22500,16,11,"no","Black","Male",49
2525,12500,9,3,"no","Hispanic","Female",25
29675,37500,9,8,"no","Black","Female",23
-18350,17420.7361516035,10.8690857046641,6,"yes","Hispanic","Male",66
125700,17420.7361516035,5,10.9474264705882,"yes","Hispanic","Male",49
0,17420.7361516035,12,6,"yes","Black","Female",3
0,17420.7361516035,11,6,"yes","Black","Female",10
401500,37500,10,12,"no","White","Female",73
3100,37500,12,12,"no","White","Male",55
677500,37500,12,12,"no","White","Male",85
563000,37500,12,12,"no","White","Male",91
759050,37500,16,15,"no","White","Female",52
222330,17420.7361516035,13,18,"yes","White","Female",86
456250,17420.7361516035,16,18,"yes","White","Male",73
-141674,17420.7361516035,5,5,"yes","White","Male",58
-10450,17420.7361516035,13,12,"yes","White","Female",67
94500,37500,11,9,"no","White","Male",77
126500,37500,10,9,"no","White","Female",86
239750,17420.7361516035,12,9,"yes","White","Female",26
139508.5,37500,16,11,"no","White","Male",79
432383,12500,11,10,"no","White","Male",55
-14900,12500,11,14,"no","White","Male",40
-19598.5,17420.7361516035,11,12,"yes","White","Male",73
1246000,17420.7361516035,12,12,"yes","White","Female",52
49850,17420.7361516035,11,12,"yes","White","Female",76
-3455,17420.7361516035,12,11,"yes","White","Female",47
713100,17420.7361516035,13,12,"yes","White","Female",96
20845.5,37500,12,19,"no","White","Male",99
0,37500,12,10.9474264705882,"no","White","Male",2
447000,17500,12,12,"no","White","Female",73
183700,37500,12,12,"no","White","Female",45
188500,22500,12,12,"no","White","Female",71
434200,22500,12,12,"no","White","Female",54
4220,22500,12,8,"no","White","Female",29
528000,22500,12,12,"no","White","Female",59
3200,22500,12,12,"no","White","Female",16
71600,22500,12,12,"no","White","Female",21
754316.5,17500,12,10,"no","White","Male",23
1081910,17420.7361516035,12,12,"yes","White","Female",76
169537.5,22500,12,12,"no","White","Male",96
0,7500,12,12,"yes","White","Male",89
0,7500,12,12,"yes","White","Female",2
53350,7500,12,12,"yes","White","Male",33
331000,9500,9,8,"no","White","Female",83
678900,17500,12,10.9474264705882,"no","White","Female",81
1387775,37500,12,18,"no","White","Male",98
127940,37500,12,12,"no","White","Female",39
269250,37500,12,12,"no","White","Male",42
185750,17420.7361516035,12,12,"yes","White","Female",69
204675,17420.7361516035,12,10,"yes","White","Male",87
108700.5,12500,12,20,"no","White","Male",89
2750,5500,6,10.9474264705882,"yes","White","Female",76
39150,17420.7361516035,12,11,"yes","White","Female",32
267614.5,37500,11,8,"no","White","Female",53
-48710,37500,12,8,"no","White","Female",72
203750,37500,12,8,"no","White","Female",73
4885.5,37500,12,8,"no","White","Male",92
110000,17420.7361516035,11,12,"yes","White","Male",65
2018655,17420.7361516035,12,12,"yes","White","Female",96
510250,22500,12,10,"no","White","Male",48
315500,50000,20,12,"no","White","Female",76
3428126,17500,11,12,"no","White","Female",32
5526252,6500,8,8,"yes","White","Female",28
231750,17420.7361516035,10,10,"yes","White","Female",32
148600,17420.7361516035,12,12,"yes","White","Female",80
6902.5,12500,7,7,"no","White","Female",26
2543081.5,17420.7361516035,9,12,"yes","White","Female",83
1541714.5,37500,15,14,"no","White","Male",91
550000,17420.7361516035,12,12,"yes","White","Female",57
2687048,37500,12,12,"no","White","Female",46
102375,5500,14,12,"yes","White","Female",90
6600,5500,10.8690857046641,12,"yes","White","Female",79
