"CASEID_1979","HHID_1979","FAMSIZE_1979","AGE_IN_DEC_79","BORN_US","MOTHER_EDUC","MOTHER_EDUC_MISSING","FATHER_EDUC","FATHER_EDUC_MISSING","RACE","SEX","URBAN_RURAL","HOME_LANGUAGE","MOTHER_OCCUPATION","FATHER_OCCUPATION","FAMILY_INCOME_78","FAMILY_INCOME_78_MISSING","POVSTATUS_78","AFQT","Y"
2936,2936,3,19.25,"YES",15,0,11,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",37500,0,"NOT IN POVERTY",47,15050
2937,2937,5,16.0833333333333,"YES",16,0,12,0,"White","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",22500,0,"NOT IN POVERTY",55,NA
2938,2938,5,17.75,"YES",12,0,18,0,"White","FEMALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",33,512550
2939,2939,4,21.8333333333333,"YES",18,0,20,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",50000,0,"NOT IN POVERTY",91,140600
2940,2939,4,19.8333333333333,"YES",16,0,18,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",50000,0,"NOT IN POVERTY",NA,106000
2941,2941,5,14.4166666666667,"YES",14,0,16,0,"White","MALE","URBAN","No (or Missing)","Missing","260 TO 285: 260-285 SALES WORKERS",50000,0,"NOT IN POVERTY",92,3351101
2942,2942,5,14.6666666666667,"YES",12,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",7500,0,"IN POVERTY",11,-2000
2943,2943,5,14.3333333333333,"YES",12,0,16,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",37500,0,"NOT IN POVERTY",82,5526252
2944,2944,4,16.9166666666667,"YES",16,0,10,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",22500,0,"NOT IN POVERTY",50,-125716.5
2945,2945,6,16.3333333333333,"YES",12,0,14,0,"Other","MALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",51,10375
2946,2945,6,14.0833333333333,"YES",12,0,12,0,"Other","FEMALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",74,203600
2947,2947,6,19.5833333333333,"YES",12,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",81,NA
2948,2948,6,21.1666666666667,"YES",15,0,19,0,"White","FEMALE","RURAL","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",37500,0,"NOT IN POVERTY",87,1179500
2949,2948,6,20.6666666666667,"YES",15,0,18,0,"White","FEMALE","RURAL","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",64,NA
2950,2948,6,15.75,"YES",15,0,19,0,"White","MALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",62,419750
2951,2951,4,19.6666666666667,"YES",12,0,12,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17420.7361516035,1,"Missing",17,1819.5
2952,2952,4,16.8333333333333,"YES",12,0,11,0,"White","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",12500,0,"NOT IN POVERTY",46,37500
2953,2953,2,16.5,"YES",7,0,12,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"NOT IN POVERTY",30,5150
2954,2954,7,14.9166666666667,"YES",12,0,7,0,"White","MALE","URBAN","Yes","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17500,0,"NOT IN POVERTY",4,NA
2955,2955,6,18.4166666666667,"YES",15,0,16,0,"White","FEMALE","RURAL","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",93,2948906
2956,2955,6,16.25,"YES",14,0,16,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",54,NA
2957,2955,6,15.5833333333333,"YES",15,0,15,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",72,NA
2958,2955,6,14.75,"YES",14,0,16,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",60,1106850
2959,2959,5,15.0833333333333,"YES",14,0,18,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",65,1419250
2960,2960,5,15.9166666666667,"YES",10.8690857046641,1,16,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",1,9988
2961,2961,7,20.5,"YES",12,0,16,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","260 TO 285: 260-285 SALES WORKERS",37500,0,"NOT IN POVERTY",66,1010500
2962,2961,7,18,"YES",12,0,16,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",37500,0,"NOT IN POVERTY",46,897696
2963,2963,4,16.9166666666667,"YES",16,0,16,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",57,-19
2964,2964,4,18.8333333333333,"YES",12,0,12,0,"Native American","FEMALE","URBAN","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",65,2246970.5
2965,2965,1,18.5833333333333,"NO",9,0,10.9474264705882,1,"Hispanic","MALE","URBAN","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",17420.7361516035,1,"Missing",NA,241500
2966,2965,7,17.9166666666667,"YES",9,0,9,0,"Hispanic","MALE","URBAN","Yes","Missing","Missing",8500,0,"IN POVERTY",3,NA
2967,2965,7,16,"NO",9,0,8,0,"Hispanic","MALE","URBAN","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",9500,0,"NOT IN POVERTY",13,NA
2968,2965,7,14.9166666666667,"NO",9,0,8,0,"Hispanic","MALE","URBAN","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",9500,0,"NOT IN POVERTY",6,103200
2969,2969,5,17.1666666666667,"YES",9,0,6,0,"Hispanic","FEMALE","URBAN","Yes","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",12500,0,"NOT IN POVERTY",12,0
2970,2969,5,21.8333333333333,"YES",6,0,6,0,"Hispanic","FEMALE","URBAN","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",12500,0,"NOT IN POVERTY",2,0
2971,2971,4,15.75,"YES",11,0,11,0,"Hispanic","MALE","URBAN","Yes","Missing","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",9500,0,"NOT IN POVERTY",1,-175
2972,2972,4,18.9166666666667,"YES",7,0,12,0,"White","MALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",51,NA
2973,2972,4,16.75,"YES",7,0,12,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",39,-187722
2974,2974,6,15.5,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","Missing","301 TO 395: 301-395 CLERICAL AND KINDRED",17500,0,"NOT IN POVERTY",15,761500
2975,2975,5,16.6666666666667,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",12500,0,"NOT IN POVERTY",71,79700
2976,2976,6,15.9166666666667,"YES",12,0,14,0,"White","MALE","URBAN","No (or Missing)","Missing","301 TO 395: 301-395 CLERICAL AND KINDRED",22500,0,"NOT IN POVERTY",52,26850
2977,2977,4,16.1666666666667,"YES",12,0,12,0,"White","MALE","URBAN","Yes","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17500,0,"NOT IN POVERTY",24,750
2978,2978,2,20.9166666666667,"YES",10,0,7,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",52,554525
2979,2979,6,16.75,"YES",12,0,12,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",22500,0,"NOT IN POVERTY",45,335250
2980,2980,5,21.3333333333333,"YES",16,0,12,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",99,755000
2981,2981,6,16.8333333333333,"YES",12,0,12,0,"Other","MALE","URBAN","Yes","Missing","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",37500,0,"NOT IN POVERTY",37,NA
2982,2982,6,17,"YES",16,0,18,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",50000,0,"NOT IN POVERTY",87,NA
2983,2982,6,14.9166666666667,"YES",12,0,18,0,"White","FEMALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",50000,0,"NOT IN POVERTY",20,216500
2984,2982,6,17.0833333333333,"YES",13,0,18,0,"White","MALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",50000,0,"NOT IN POVERTY",99,2089953.5
2985,2982,6,14.3333333333333,"YES",13,0,18,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",50000,0,"NOT IN POVERTY",89,608495.5
2986,2986,4,18.5,"YES",16,0,16,0,"White","MALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",22500,0,"NOT IN POVERTY",76,NA
2987,2986,4,20.3333333333333,"YES",15,0,15,0,"White","FEMALE","URBAN","Yes","Missing","Missing",17420.7361516035,1,"Missing",99,NA
2988,2988,4,18.5,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",50000,0,"NOT IN POVERTY",87,880500
2989,2988,4,14.0833333333333,"YES",12,0,10.9474264705882,1,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",50000,0,"NOT IN POVERTY",98,616057.5
2990,2990,4,16.5,"YES",9,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",22500,0,"NOT IN POVERTY",57,597000
2991,2991,4,16.8333333333333,"YES",16,0,12,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",50000,0,"NOT IN POVERTY",52,80000
2992,2992,4,19.0833333333333,"YES",10.8690857046641,1,8,0,"Other","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",6500,0,"NOT IN POVERTY",NA,NA
2993,2992,4,16.75,"YES",10.8690857046641,1,9,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",6500,0,"NOT IN POVERTY",NA,20854.5
2994,2994,3,19.4166666666667,"YES",15,0,10,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",17500,0,"NOT IN POVERTY",76,863236.5
2995,2995,4,18.5,"YES",8,0,12,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",37500,0,"NOT IN POVERTY",31,360600
2996,2996,4,19.1666666666667,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",37500,0,"NOT IN POVERTY",77,25150
2997,2997,8,20.9166666666667,"YES",11,0,11,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",73,326650
2998,2997,8,17.3333333333333,"YES",11,0,9,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",49,NA
2999,2999,4,19.25,"YES",8,0,8,0,"White","MALE","URBAN","Yes","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",37500,0,"NOT IN POVERTY",79,312800
3000,3000,5,17.0833333333333,"YES",12,0,11,0,"White","FEMALE","URBAN","No (or Missing)","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",22500,0,"NOT IN POVERTY",30,NA
3001,3000,5,15.8333333333333,"YES",12,0,11,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",22500,0,"NOT IN POVERTY",65,NA
3002,3002,2,16,"YES",7,0,10.9474264705882,1,"Hispanic","MALE","URBAN","Yes","Missing","Missing",4500,0,"NOT IN POVERTY",4,48700
3003,3003,3,19,"YES",12,0,14,0,"Black","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",12500,0,"NOT IN POVERTY",38,836
3004,3004,4,21.25,"YES",12,0,10,0,"Native American","FEMALE","URBAN","Yes","301 TO 395: 301-395 CLERICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",NA,-200
3005,3005,3,17.5,"YES",12,0,11,0,"Hispanic","MALE","URBAN","Yes","301 TO 395: 301-395 CLERICAL AND KINDRED","260 TO 285: 260-285 SALES WORKERS",22500,0,"NOT IN POVERTY",46,NA
3006,3006,5,17.8333333333333,"YES",12,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",12500,0,"NOT IN POVERTY",50,NA
3007,3006,5,14.0833333333333,"YES",12,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",12500,0,"NOT IN POVERTY",28,NA
3008,3008,2,21.25,"YES",10.8690857046641,1,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",12500,0,"NOT IN POVERTY",20,NA
3009,3009,4,21.3333333333333,"YES",10.8690857046641,1,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",12500,0,"NOT IN POVERTY",8,NA
3010,3009,7,21.3333333333333,"YES",11,0,9,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",16,4000
3011,3011,4,19,"YES",18,0,19,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",87,4638096.5
3012,3012,2,21.0833333333333,"YES",12,0,8,0,"White","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","301 TO 395: 301-395 CLERICAL AND KINDRED",17420.7361516035,1,"Missing",63,86500
3013,3013,2,16,"YES",10.8690857046641,1,10.9474264705882,1,"White","FEMALE","URBAN","Yes","Missing","Missing",3500,0,"IN POVERTY",30,-4500
3014,3014,3,15.25,"YES",10.8690857046641,1,10.9474264705882,1,"Hispanic","FEMALE","URBAN","Yes","Missing","Missing",5500,0,"NOT IN POVERTY",9,154600
3015,3015,5,19.25,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",17500,0,"NOT IN POVERTY",65,3183776
3016,3015,5,17.5,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17500,0,"NOT IN POVERTY",89,557250
3017,3017,5,20.75,"YES",14,0,14,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",96,NA
3018,3017,5,14.75,"YES",14,0,14,0,"White","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",72,321000
3019,3019,9,17.8333333333333,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","260 TO 285: 260-285 SALES WORKERS","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",37500,0,"NOT IN POVERTY",56,75500
3020,3019,9,17,"YES",12,0,12,0,"White","FEMALE","URBAN","No (or Missing)","260 TO 285: 260-285 SALES WORKERS","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",37500,0,"NOT IN POVERTY",35,128650
3021,3019,9,20.3333333333333,"YES",12,0,12,0,"White","FEMALE","URBAN","Yes","Missing","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",37500,0,"NOT IN POVERTY",21,NA
3022,3022,5,21.3333333333333,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",65,NA
3023,3022,5,17.5,"YES",12,0,12,0,"White","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",37500,0,"NOT IN POVERTY",41,380000
3024,3024,4,15.25,"YES",8,0,8,0,"White","MALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",14,742000
3025,3025,7,19.1666666666667,"YES",16,0,14,0,"White","FEMALE","URBAN","Yes","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",97,-45672
3026,3025,7,17.25,"YES",16,0,14,0,"White","MALE","URBAN","Yes","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",49,NA
3027,3027,2,19.4166666666667,"YES",12,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",NA,37176.5
3028,3028,4,19.5,"YES",16,0,12,0,"Black","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",88,-20550
3029,3029,6,19.6666666666667,"YES",11,0,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",NA,NA
3030,3030,3,20.5,"YES",12,0,6,0,"Black","MALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",6500,0,"NOT IN POVERTY",7,NA
3031,3031,1,19.9166666666667,"YES",9,0,8,0,"Hispanic","MALE","URBAN","Yes","Missing","Missing",17420.7361516035,1,"Missing",35,NA
3032,3032,5,18.5833333333333,"YES",16,0,12,0,"Black","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",6500,0,"IN POVERTY",3,NA
3033,3032,5,21.8333333333333,"YES",15,0,12,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",12500,0,"NOT IN POVERTY",87,-140271
3034,3034,5,20.0833333333333,"YES",11,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",37500,0,"NOT IN POVERTY",49,NA
3035,3034,5,15.75,"YES",11,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",46,-67000
3036,3036,5,21.6666666666667,"YES",12,0,6,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",90,387900
3037,3037,3,20.4166666666667,"YES",12,0,15,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",78,676000
3038,3038,7,19.25,"YES",11,0,11,0,"White","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",22500,0,"NOT IN POVERTY",NA,NA
3039,3038,6,18.6666666666667,"YES",11,0,11,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",22500,0,"NOT IN POVERTY",76,180750
3040,3038,7,16.5,"YES",11,0,11,0,"White","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",22500,0,"NOT IN POVERTY",40,NA
3041,3041,3,20.75,"YES",12,0,8,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",99,-600
3042,3042,5,17.5833333333333,"YES",12,0,10,0,"White","FEMALE","URBAN","No (or Missing)","Missing","301 TO 395: 301-395 CLERICAL AND KINDRED",17420.7361516035,1,"Missing",41,258300
3043,3042,5,14.3333333333333,"YES",11,0,12,0,"White","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","301 TO 395: 301-395 CLERICAL AND KINDRED",37500,0,"NOT IN POVERTY",47,46000
3044,3044,3,16,"YES",10,0,6,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",NA,NA
3045,3045,4,17.3333333333333,"YES",10.8690857046641,1,10.9474264705882,1,"White","FEMALE","URBAN","No (or Missing)","Missing","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",NA,0
3046,3046,5,20.5,"NO",8,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","580 TO 590: 580-590 ARMED FORCES",6500,0,"IN POVERTY",16,NA
3047,3047,4,18.1666666666667,"YES",9,0,16,0,"White","FEMALE","URBAN","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","Missing",17420.7361516035,1,"Missing",45,459250
3048,3048,5,16.5833333333333,"YES",12,0,10.9474264705882,1,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",46,NA
3049,3048,5,14.75,"YES",12,0,9,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",11,NA
3050,3050,2,19.8333333333333,"YES",11,0,8,0,"White","MALE","URBAN","No (or Missing)","Missing","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",8,NA
3051,3050,2,16.8333333333333,"YES",12,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",32,15500
3052,3052,3,19.1666666666667,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",74,NA
3053,3052,3,21.6666666666667,"YES",10,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",82,NA
